date_time,c_ip,cs_method,cs_uri_stem,sc_status,sc_bytes,time_taken,actual_country,product_name,is_lead,is_hire,is_conversion,lead_score,campaign_source,device_type,industry_sector,session_quality,deal_value_usd,city,city_lat,city_lon
2026-02-23 17:25:00,168.167.196.239,GET,/events/promotional_event,200,6275,1392,Botswana,Events & Webinars,False,False,False,2,Google Ads,Mobile,Government,Good,0,Gaborone,-24.6282,25.9231
2026-01-06 18:48:00,197.242.43.216,GET,/home,200,5729,828,South Africa,Landing Page,False,False,False,1,Google Ads,Desktop,Education,Good,0,Cape Town,-33.9249,18.4241
2026-02-15 04:57:00,154.250.136.100,GET,/jobs/submit_placement,200,6686,935,Zimbabwe,Digital Careers,False,True,True,2,Organic Search,Desktop,Finance,Good,0,Mutare,-18.9707,32.6709
2026-02-23 06:08:00,168.167.22.142,GET,/home,200,6755,1300,Botswana,Landing Page,False,False,False,1,Organic Search,Desktop,SME,Good,0,Francistown,-21.17,27.511
2026-01-06 21:41:00,197.188.51.81,GET,/events/promotional_event,200,2950,288,Namibia,Events & Webinars,False,False,False,2,Direct,Tablet,SME,Fast,0,Windhoek,-22.5609,17.0658
2026-01-24 12:29:00,168.167.18.151,GET,/home,200,5327,580,Botswana,Landing Page,False,False,False,1,Organic Search,Mobile,Education,Good,0,Francistown,-21.17,27.511
2026-01-21 15:23:00,197.188.243.116,GET,/jobs/submit_placement,200,5282,466,Namibia,Digital Careers,False,True,True,2,Organic Search,Desktop,Education,Fast,0,Swakopmund,-22.678,14.545
2026-02-12 22:28:00,155.255.85.68,GET,/home,200,8623,1229,Botswana,Landing Page,False,False,False,1,Organic Search,Mobile,Education,Good,0,Gaborone,-24.6282,25.9231
2026-01-18 09:44:00,196.216.232.100,GET,/home,200,3018,811,Botswana,Landing Page,False,False,False,1,Google Ads,Mobile,Government,Good,0,Maun,-19.9833,23.4167
2026-01-06 23:02:00,168.167.207.148,GET,/home,200,7616,1942,Botswana,Landing Page,False,False,False,1,LinkedIn,Desktop,SME,Slow,0,Francistown,-21.17,27.511
2026-01-04 00:49:00,196.44.106.247,GET,/api/ai_assistant,200,6466,1145,Namibia,CyberNova AI Assistant,False,False,False,4,Google Ads,Mobile,Healthcare,Good,0,Windhoek,-22.5609,17.0658
2026-02-05 06:12:00,196.216.59.22,GET,/api/ai_assistant,200,5934,166,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Desktop,Education,Fast,0,Francistown,-21.17,27.511
2026-02-28 16:24:00,41.220.217.36,GET,/home,200,7250,1706,Zimbabwe,Landing Page,False,False,False,1,Organic Search,Desktop,Finance,Slow,0,Mutare,-18.9707,32.6709
2026-02-26 06:47:00,41.13.206.240,GET,/jobs/submit_placement,200,6810,671,South Africa,Digital Careers,False,True,True,2,Partner Referral,Desktop,Education,Good,0,Durban,-29.8587,31.0218
2026-02-01 12:46:00,196.216.2.174,GET,/demos/schedule_demo,200,2047,1349,Botswana,Discovery Call,True,False,True,5,LinkedIn,Desktop,Government,Good,24910,Gaborone,-24.6282,25.9231
2026-02-05 23:11:00,196.44.24.250,GET,/home,200,7936,1751,Namibia,Landing Page,False,False,False,1,LinkedIn,Desktop,Finance,Slow,0,Walvis Bay,-22.9575,14.5053
2026-02-18 01:28:00,102.129.97.238,GET,/home,200,2406,53,South Africa,Landing Page,False,False,False,1,LinkedIn,Mobile,Healthcare,Fast,0,Cape Town,-33.9249,18.4241
2026-01-11 08:59:00,197.188.232.199,GET,/api/ai_assistant,200,2944,1567,Namibia,CyberNova AI Assistant,False,False,False,4,Partner Referral,Mobile,Healthcare,Slow,0,Swakopmund,-22.678,14.545
2026-01-28 13:20:00,197.242.249.197,GET,/jobs/submit_placement,200,4577,1082,South Africa,Digital Careers,False,True,True,2,Organic Search,Mobile,Finance,Good,0,Johannesburg,-26.2041,28.0473
2026-01-08 17:02:00,196.216.230.10,GET,/jobs/submit_placement,200,3016,1350,Botswana,Digital Careers,False,True,True,2,Google Ads,Desktop,Finance,Good,0,Maun,-19.9833,23.4167
2026-02-11 07:49:00,41.220.134.41,GET,/events/promotional_event,200,5822,1243,Zimbabwe,Events & Webinars,False,False,False,2,Google Ads,Tablet,Education,Good,0,Mutare,-18.9707,32.6709
2026-02-22 19:29:00,197.188.88.134,GET,/home,200,6981,1359,Namibia,Landing Page,False,False,False,1,Organic Search,Mobile,Education,Good,0,Windhoek,-22.5609,17.0658
2026-02-02 04:38:00,197.242.108.211,GET,/home,200,1937,840,South Africa,Landing Page,False,False,False,1,Partner Referral,Desktop,Finance,Good,0,Cape Town,-33.9249,18.4241
2026-01-29 14:33:00,197.242.3.96,GET,/events/promotional_event,404,1520,1370,South Africa,Events & Webinars,False,False,False,2,Google Ads,Desktop,Education,Good,0,Durban,-29.8587,31.0218
2026-01-17 07:06:00,168.167.110.122,GET,/demos/schedule_demo,200,4980,1778,Botswana,Discovery Call,True,False,True,5,Partner Referral,Desktop,Education,Slow,63012,Francistown,-21.17,27.511
2026-02-07 02:04:00,155.255.9.62,GET,/api/ai_assistant,200,7095,1541,Botswana,CyberNova AI Assistant,False,False,False,4,Partner Referral,Desktop,Education,Slow,0,Gaborone,-24.6282,25.9231
2026-02-28 21:30:00,102.129.75.183,GET,/home,200,5219,336,South Africa,Landing Page,False,False,False,1,Google Ads,Desktop,Government,Fast,0,Durban,-29.8587,31.0218
2026-02-03 06:32:00,154.250.103.161,GET,/home,200,3739,1514,Zimbabwe,Landing Page,False,False,False,1,Direct,Desktop,SME,Slow,0,Harare,-17.8252,31.0335
2026-03-01 18:40:00,155.255.231.201,GET,/api/ai_assistant,200,7902,1677,Botswana,CyberNova AI Assistant,False,False,False,4,LinkedIn,Tablet,Education,Slow,0,Francistown,-21.17,27.511
2026-02-23 09:40:00,168.167.74.148,GET,/jobs/submit_placement,200,4153,412,Botswana,Digital Careers,False,True,True,2,Partner Referral,Mobile,Education,Fast,0,Francistown,-21.17,27.511
2026-02-28 05:10:00,155.255.169.150,GET,/home,200,8553,179,Botswana,Landing Page,False,False,False,1,Organic Search,Tablet,Healthcare,Fast,0,Maun,-19.9833,23.4167
2026-02-19 10:04:00,168.167.32.120,GET,/events/promotional_event,200,4461,654,Botswana,Events & Webinars,False,False,False,2,Google Ads,Mobile,Finance,Good,0,Francistown,-21.17,27.511
2026-03-02 22:45:00,41.220.227.64,GET,/home,200,8880,949,Zimbabwe,Landing Page,False,False,False,1,Google Ads,Desktop,Finance,Good,0,Mutare,-18.9707,32.6709
2026-01-16 23:59:00,155.255.222.201,GET,/home,200,5821,604,Botswana,Landing Page,False,False,False,1,Organic Search,Mobile,Government,Good,0,Maun,-19.9833,23.4167
2026-01-22 03:34:00,168.167.50.232,GET,/jobs/submit_placement,200,2849,592,Botswana,Digital Careers,False,True,True,2,Google Ads,Mobile,Finance,Good,0,Maun,-19.9833,23.4167
2026-01-11 19:33:00,168.167.38.213,GET,/home,200,6271,1665,Botswana,Landing Page,False,False,False,1,Direct,Mobile,Finance,Slow,0,Maun,-19.9833,23.4167
2026-01-04 10:33:00,197.188.166.109,GET,/solutions/threat_monitor,200,1586,1376,Namibia,Threat Monitor Pro,False,False,False,3,LinkedIn,Mobile,Finance,Good,0,Walvis Bay,-22.9575,14.5053
2026-03-01 12:15:00,197.188.94.57,GET,/home,200,7908,1128,Namibia,Landing Page,False,False,False,1,Organic Search,Mobile,Healthcare,Good,0,Walvis Bay,-22.9575,14.5053
2026-02-22 09:32:00,155.255.198.26,GET,/jobs/submit_placement,200,8142,1511,Botswana,Digital Careers,False,True,True,2,Organic Search,Mobile,SME,Slow,0,Maun,-19.9833,23.4167
2026-01-24 16:56:00,196.216.59.26,GET,/home,200,3552,397,Botswana,Landing Page,False,False,False,1,Organic Search,Desktop,SME,Fast,0,Francistown,-21.17,27.511
2026-02-07 02:38:00,155.255.109.40,GET,/demos/schedule_demo,200,5210,923,Botswana,Discovery Call,True,False,True,5,Organic Search,Mobile,Education,Good,61230,Gaborone,-24.6282,25.9231
2026-02-01 17:53:00,168.167.103.196,GET,/solutions/threat_monitor,200,2085,1955,Botswana,Threat Monitor Pro,False,False,False,3,Direct,Desktop,SME,Slow,0,Gaborone,-24.6282,25.9231
2026-01-29 15:13:00,197.188.244.101,GET,/solutions/threat_monitor,200,3604,1087,Namibia,Threat Monitor Pro,False,False,False,3,Google Ads,Tablet,SME,Good,0,Walvis Bay,-22.9575,14.5053
2026-01-27 10:20:00,155.255.140.39,GET,/home,200,4549,1236,Botswana,Landing Page,False,False,False,1,Organic Search,Desktop,Government,Good,0,Gaborone,-24.6282,25.9231
2026-02-24 12:09:00,168.167.128.98,GET,/home,200,6071,542,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,SME,Good,0,Maun,-19.9833,23.4167
2026-02-08 02:30:00,197.188.207.10,GET,/home,200,4195,498,Namibia,Landing Page,False,False,False,1,Organic Search,Mobile,Finance,Fast,0,Walvis Bay,-22.9575,14.5053
2026-03-01 18:38:00,41.220.203.204,GET,/home,200,6765,69,Zimbabwe,Landing Page,False,False,False,1,Organic Search,Tablet,SME,Fast,0,Bulawayo,-20.149,28.5867
2026-02-09 03:36:00,197.242.141.197,GET,/events/promotional_event,200,8771,404,South Africa,Events & Webinars,False,False,False,2,LinkedIn,Mobile,Education,Fast,0,Durban,-29.8587,31.0218
2026-01-28 21:03:00,197.188.61.110,GET,/api/ai_assistant,200,8616,1447,Namibia,CyberNova AI Assistant,False,False,False,4,LinkedIn,Mobile,SME,Good,0,Windhoek,-22.5609,17.0658
2026-02-15 09:54:00,41.13.70.60,GET,/home,200,5684,1186,South Africa,Landing Page,False,False,False,1,Direct,Tablet,Government,Good,0,Cape Town,-33.9249,18.4241
2026-02-10 08:30:00,168.167.41.42,GET,/home,200,3590,397,Botswana,Landing Page,False,False,False,1,LinkedIn,Tablet,Healthcare,Fast,0,Maun,-19.9833,23.4167
2026-01-08 00:27:00,197.242.246.64,GET,/solutions/threat_monitor,200,2960,1906,South Africa,Threat Monitor Pro,False,False,False,3,Google Ads,Mobile,Education,Slow,0,Durban,-29.8587,31.0218
2026-01-12 13:18:00,168.167.58.252,GET,/jobs/submit_placement,200,7669,909,Botswana,Digital Careers,False,True,True,2,Partner Referral,Desktop,SME,Good,0,Gaborone,-24.6282,25.9231
2026-02-25 19:38:00,41.13.155.250,GET,/api/ai_assistant,200,5568,317,South Africa,CyberNova AI Assistant,False,False,False,4,Direct,Desktop,Government,Fast,0,Durban,-29.8587,31.0218
2026-01-16 05:42:00,155.255.70.99,GET,/events/promotional_event,200,6692,1319,Botswana,Events & Webinars,False,False,False,2,LinkedIn,Desktop,Healthcare,Good,0,Francistown,-21.17,27.511
2026-01-07 08:35:00,168.167.109.57,GET,/home,200,5387,1153,Botswana,Landing Page,False,False,False,1,Direct,Mobile,Finance,Good,0,Maun,-19.9833,23.4167
2026-03-03 01:20:00,155.255.80.94,GET,/solutions/threat_monitor,200,2304,974,Botswana,Threat Monitor Pro,False,False,False,3,Partner Referral,Mobile,Education,Good,0,Francistown,-21.17,27.511
2026-02-10 03:02:00,155.255.70.81,GET,/home,200,5075,1863,Botswana,Landing Page,False,False,False,1,Partner Referral,Desktop,Government,Slow,0,Francistown,-21.17,27.511
2026-01-04 23:35:00,41.13.21.229,GET,/home,200,8303,1176,South Africa,Landing Page,False,False,False,1,Organic Search,Mobile,Government,Good,0,Johannesburg,-26.2041,28.0473
2026-01-29 06:37:00,155.255.199.224,GET,/home,200,7480,1135,Botswana,Landing Page,False,False,False,1,LinkedIn,Desktop,Healthcare,Good,0,Francistown,-21.17,27.511
2026-01-09 19:49:00,41.13.23.160,GET,/api/ai_assistant,200,8524,808,South Africa,CyberNova AI Assistant,False,False,False,4,Google Ads,Mobile,Finance,Good,0,Durban,-29.8587,31.0218
2026-01-18 17:18:00,155.255.206.135,GET,/home,200,5406,1473,Botswana,Landing Page,False,False,False,1,LinkedIn,Tablet,Government,Good,0,Maun,-19.9833,23.4167
2026-01-29 00:52:00,196.44.76.148,GET,/home,200,7881,1959,Namibia,Landing Page,False,False,False,1,LinkedIn,Desktop,Finance,Slow,0,Windhoek,-22.5609,17.0658
2026-01-11 04:33:00,196.44.11.179,GET,/demos/schedule_demo,200,3588,1887,Namibia,Discovery Call,True,False,True,5,Direct,Desktop,Government,Slow,3974,Windhoek,-22.5609,17.0658
2026-01-23 18:10:00,155.255.180.188,GET,/jobs/submit_placement,200,1938,1652,Botswana,Digital Careers,False,True,True,2,Direct,Desktop,SME,Slow,0,Maun,-19.9833,23.4167
2026-01-22 05:46:00,102.129.101.73,GET,/demos/schedule_demo,200,1689,1271,South Africa,Discovery Call,True,False,True,5,Organic Search,Mobile,Finance,Good,47290,Cape Town,-33.9249,18.4241
2026-01-08 20:40:00,154.250.174.192,GET,/api/ai_assistant,200,7916,380,Zimbabwe,CyberNova AI Assistant,False,False,False,4,LinkedIn,Desktop,Government,Fast,0,Mutare,-18.9707,32.6709
2026-02-02 22:37:00,196.216.67.188,GET,/api/ai_assistant,200,3276,872,Botswana,CyberNova AI Assistant,False,False,False,4,LinkedIn,Mobile,Healthcare,Good,0,Gaborone,-24.6282,25.9231
2026-02-05 15:49:00,155.255.184.198,GET,/solutions/threat_monitor,200,6705,1330,Botswana,Threat Monitor Pro,False,False,False,3,Organic Search,Tablet,Education,Good,0,Francistown,-21.17,27.511
2026-01-25 00:51:00,41.13.198.93,GET,/api/ai_assistant,200,2648,1194,South Africa,CyberNova AI Assistant,False,False,False,4,Organic Search,Desktop,Finance,Good,0,Johannesburg,-26.2041,28.0473
2026-01-20 02:29:00,197.242.5.66,GET,/home,200,4007,265,South Africa,Landing Page,False,False,False,1,Organic Search,Tablet,Healthcare,Fast,0,Durban,-29.8587,31.0218
2026-01-29 22:54:00,196.44.13.155,GET,/solutions/threat_monitor,200,4456,1234,Namibia,Threat Monitor Pro,False,False,False,3,Partner Referral,Tablet,Finance,Good,0,Walvis Bay,-22.9575,14.5053
2026-02-12 05:48:00,155.255.153.207,GET,/api/ai_assistant,200,1903,1925,Botswana,CyberNova AI Assistant,False,False,False,4,Google Ads,Tablet,SME,Slow,0,Gaborone,-24.6282,25.9231
2026-02-12 09:53:00,196.44.116.2,GET,/home,200,5389,1161,Namibia,Landing Page,False,False,False,1,Direct,Mobile,Education,Good,0,Windhoek,-22.5609,17.0658
2026-01-15 02:08:00,168.167.6.212,GET,/home,200,2540,928,Botswana,Landing Page,False,False,False,1,Google Ads,Tablet,Healthcare,Good,0,Maun,-19.9833,23.4167
2026-02-28 23:58:00,168.167.95.103,GET,/home,200,7535,1137,Botswana,Landing Page,False,False,False,1,Direct,Desktop,Government,Good,0,Gaborone,-24.6282,25.9231
2026-01-04 18:22:00,155.255.173.176,GET,/home,200,5819,325,Botswana,Landing Page,False,False,False,1,Google Ads,Mobile,Government,Fast,0,Maun,-19.9833,23.4167
2026-01-09 05:31:00,155.255.54.33,GET,/solutions/threat_monitor,200,4628,309,Botswana,Threat Monitor Pro,False,False,False,3,Partner Referral,Desktop,Healthcare,Fast,0,Maun,-19.9833,23.4167
2026-01-15 09:42:00,102.129.15.158,GET,/api/ai_assistant,200,8143,1074,South Africa,CyberNova AI Assistant,False,False,False,4,Organic Search,Mobile,Education,Good,0,Johannesburg,-26.2041,28.0473
2026-01-01 14:39:00,168.167.108.184,GET,/solutions/threat_monitor,200,4412,905,Botswana,Threat Monitor Pro,False,False,False,3,LinkedIn,Mobile,Government,Good,0,Gaborone,-24.6282,25.9231
2026-02-18 04:18:00,155.255.213.85,GET,/home,200,6711,416,Botswana,Landing Page,False,False,False,1,Partner Referral,Mobile,Finance,Fast,0,Maun,-19.9833,23.4167
2026-01-18 18:36:00,41.13.151.133,GET,/demos/schedule_demo,200,3014,1382,South Africa,Discovery Call,True,False,True,5,Direct,Mobile,SME,Good,11591,Johannesburg,-26.2041,28.0473
2026-02-09 12:25:00,196.44.184.147,GET,/events/promotional_event,200,2899,138,Namibia,Events & Webinars,False,False,False,2,Partner Referral,Desktop,Healthcare,Fast,0,Swakopmund,-22.678,14.545
2026-02-20 06:32:00,197.242.82.155,GET,/home,500,4807,1410,South Africa,Landing Page,False,False,False,1,Organic Search,Tablet,SME,Good,0,Johannesburg,-26.2041,28.0473
2026-01-23 00:26:00,41.220.71.7,GET,/jobs/submit_placement,200,4082,1853,Zimbabwe,Digital Careers,False,True,True,2,Google Ads,Desktop,Education,Slow,0,Bulawayo,-20.149,28.5867
2026-01-01 21:12:00,197.188.106.187,GET,/api/ai_assistant,200,7438,145,Namibia,CyberNova AI Assistant,False,False,False,4,Organic Search,Desktop,Education,Fast,0,Swakopmund,-22.678,14.545
2026-02-28 08:21:00,155.255.179.86,GET,/home,200,2631,1530,Botswana,Landing Page,False,False,False,1,Organic Search,Mobile,Healthcare,Slow,0,Maun,-19.9833,23.4167
2026-02-13 13:37:00,102.129.130.67,GET,/home,200,5418,414,South Africa,Landing Page,False,False,False,1,LinkedIn,Desktop,Finance,Fast,0,Durban,-29.8587,31.0218
2026-02-04 14:49:00,168.167.54.173,GET,/home,200,8378,173,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,Education,Fast,0,Francistown,-21.17,27.511
2026-03-03 02:55:00,41.13.146.19,GET,/api/ai_assistant,200,6258,705,South Africa,CyberNova AI Assistant,False,False,False,4,Partner Referral,Desktop,Healthcare,Good,0,Cape Town,-33.9249,18.4241
2026-01-22 17:31:00,168.167.249.173,GET,/home,200,8838,900,Botswana,Landing Page,False,False,False,1,Partner Referral,Mobile,Government,Good,0,Francistown,-21.17,27.511
2026-01-21 07:01:00,196.216.32.130,GET,/home,200,6692,142,Botswana,Landing Page,False,False,False,1,LinkedIn,Desktop,SME,Fast,0,Maun,-19.9833,23.4167
2026-01-11 00:32:00,155.255.53.69,GET,/home,200,6333,305,Botswana,Landing Page,False,False,False,1,Partner Referral,Desktop,Education,Fast,0,Gaborone,-24.6282,25.9231
2026-01-01 15:03:00,168.167.43.246,GET,/solutions/threat_monitor,200,6171,640,Botswana,Threat Monitor Pro,False,False,False,3,Organic Search,Desktop,Education,Good,0,Gaborone,-24.6282,25.9231
2026-02-17 20:49:00,155.255.245.93,GET,/home,500,8707,253,Botswana,Landing Page,False,False,False,1,Organic Search,Tablet,SME,Fast,0,Francistown,-21.17,27.511
2026-01-14 09:09:00,155.255.147.86,GET,/home,200,4797,1184,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,Finance,Good,0,Maun,-19.9833,23.4167
2026-02-24 10:49:00,197.242.198.155,GET,/jobs/submit_placement,200,5365,1518,South Africa,Digital Careers,False,True,True,2,Partner Referral,Tablet,Healthcare,Slow,0,Durban,-29.8587,31.0218
2026-02-28 16:38:00,196.216.56.73,GET,/events/promotional_event,200,8837,697,Botswana,Events & Webinars,False,False,False,2,Organic Search,Desktop,Healthcare,Good,0,Gaborone,-24.6282,25.9231
2026-01-22 15:03:00,102.129.69.168,GET,/api/ai_assistant,200,1792,1018,South Africa,CyberNova AI Assistant,False,False,False,4,Google Ads,Desktop,Finance,Good,0,Johannesburg,-26.2041,28.0473
2026-01-27 11:35:00,41.220.70.177,GET,/home,200,6648,1872,Zimbabwe,Landing Page,False,False,False,1,LinkedIn,Desktop,Education,Slow,0,Bulawayo,-20.149,28.5867
2026-02-16 17:02:00,154.250.28.211,GET,/home,200,5031,718,Zimbabwe,Landing Page,False,False,False,1,Organic Search,Desktop,Government,Good,0,Bulawayo,-20.149,28.5867
2026-02-04 15:57:00,41.220.252.26,GET,/home,200,6436,1652,Zimbabwe,Landing Page,False,False,False,1,Google Ads,Tablet,Education,Slow,0,Bulawayo,-20.149,28.5867
2026-02-23 05:29:00,102.129.39.9,GET,/home,200,6798,1489,South Africa,Landing Page,False,False,False,1,Partner Referral,Mobile,SME,Good,0,Johannesburg,-26.2041,28.0473
2026-02-28 06:18:00,168.167.61.125,GET,/home,200,8248,351,Botswana,Landing Page,False,False,False,1,LinkedIn,Desktop,Government,Fast,0,Maun,-19.9833,23.4167
2026-02-08 11:35:00,168.167.57.168,GET,/api/ai_assistant,200,8258,477,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Desktop,Finance,Fast,0,Maun,-19.9833,23.4167
2026-02-05 13:35:00,168.167.210.192,GET,/home,200,7336,1349,Botswana,Landing Page,False,False,False,1,Partner Referral,Desktop,Finance,Good,0,Maun,-19.9833,23.4167
2026-02-18 14:25:00,155.255.89.8,GET,/home,200,5640,1649,Botswana,Landing Page,False,False,False,1,Organic Search,Tablet,Healthcare,Slow,0,Francistown,-21.17,27.511
2026-02-19 13:31:00,102.129.29.20,GET,/home,200,6472,217,South Africa,Landing Page,False,False,False,1,Partner Referral,Mobile,Government,Fast,0,Johannesburg,-26.2041,28.0473
2026-01-19 08:56:00,155.255.218.126,GET,/events/promotional_event,200,2655,1945,Botswana,Events & Webinars,False,False,False,2,Organic Search,Desktop,Education,Slow,0,Francistown,-21.17,27.511
2026-01-08 04:52:00,168.167.127.184,GET,/api/ai_assistant,200,6697,113,Botswana,CyberNova AI Assistant,False,False,False,4,LinkedIn,Mobile,Government,Fast,0,Gaborone,-24.6282,25.9231
2026-01-10 09:20:00,196.216.86.166,GET,/events/promotional_event,200,6869,1366,Botswana,Events & Webinars,False,False,False,2,Google Ads,Mobile,Education,Good,0,Gaborone,-24.6282,25.9231
2026-01-26 20:22:00,41.13.82.111,GET,/api/ai_assistant,200,2545,1939,South Africa,CyberNova AI Assistant,False,False,False,4,Organic Search,Desktop,Education,Slow,0,Cape Town,-33.9249,18.4241
2026-01-16 01:26:00,196.216.164.122,GET,/jobs/submit_placement,200,1705,567,Botswana,Digital Careers,False,True,True,2,Partner Referral,Mobile,Finance,Good,0,Francistown,-21.17,27.511
2026-01-23 21:19:00,168.167.157.196,GET,/jobs/submit_placement,200,5177,1520,Botswana,Digital Careers,False,True,True,2,Organic Search,Mobile,Healthcare,Slow,0,Gaborone,-24.6282,25.9231
2026-02-16 20:10:00,168.167.138.231,GET,/events/promotional_event,200,8329,458,Botswana,Events & Webinars,False,False,False,2,Organic Search,Mobile,Education,Fast,0,Maun,-19.9833,23.4167
2026-01-29 00:19:00,196.216.146.195,GET,/api/ai_assistant,200,6140,874,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Desktop,Government,Good,0,Gaborone,-24.6282,25.9231
2026-01-06 13:04:00,196.216.19.64,GET,/home,200,2979,1077,Botswana,Landing Page,False,False,False,1,LinkedIn,Desktop,Finance,Good,0,Francistown,-21.17,27.511
2026-01-07 23:15:00,155.255.91.176,GET,/api/ai_assistant,200,4362,1141,Botswana,CyberNova AI Assistant,False,False,False,4,Partner Referral,Tablet,Education,Good,0,Francistown,-21.17,27.511
2026-01-20 05:20:00,155.255.230.75,GET,/api/ai_assistant,200,8561,1939,Botswana,CyberNova AI Assistant,False,False,False,4,Direct,Mobile,SME,Slow,0,Francistown,-21.17,27.511
2026-02-27 03:46:00,102.129.21.224,GET,/home,200,4289,1903,South Africa,Landing Page,False,False,False,1,Organic Search,Desktop,Finance,Slow,0,Durban,-29.8587,31.0218
2026-01-23 10:25:00,168.167.81.72,GET,/home,200,6772,1555,Botswana,Landing Page,False,False,False,1,Google Ads,Desktop,Education,Slow,0,Maun,-19.9833,23.4167
2026-02-05 03:48:00,102.129.73.203,GET,/events/promotional_event,200,4607,1160,South Africa,Events & Webinars,False,False,False,2,Organic Search,Desktop,Healthcare,Good,0,Durban,-29.8587,31.0218
2026-01-26 03:11:00,196.44.139.195,GET,/events/promotional_event,200,8130,1880,Namibia,Events & Webinars,False,False,False,2,LinkedIn,Mobile,Finance,Slow,0,Swakopmund,-22.678,14.545
2026-02-22 20:43:00,41.13.13.135,GET,/events/promotional_event,200,2904,941,South Africa,Events & Webinars,False,False,False,2,Direct,Mobile,Government,Good,0,Johannesburg,-26.2041,28.0473
2026-01-22 23:39:00,196.44.236.135,GET,/api/ai_assistant,200,3107,1213,Namibia,CyberNova AI Assistant,False,False,False,4,LinkedIn,Desktop,Finance,Good,0,Swakopmund,-22.678,14.545
2026-01-14 02:13:00,197.242.157.179,GET,/home,200,2799,1125,South Africa,Landing Page,False,False,False,1,LinkedIn,Desktop,Education,Good,0,Cape Town,-33.9249,18.4241
2026-02-15 21:55:00,41.13.201.201,GET,/solutions/threat_monitor,200,7070,418,South Africa,Threat Monitor Pro,False,False,False,3,Google Ads,Desktop,Finance,Fast,0,Cape Town,-33.9249,18.4241
2026-02-03 10:00:00,168.167.100.223,GET,/api/ai_assistant,200,5969,1030,Botswana,CyberNova AI Assistant,False,False,False,4,Direct,Desktop,Healthcare,Good,0,Francistown,-21.17,27.511
2026-02-01 01:19:00,41.220.139.92,GET,/events/promotional_event,200,5817,567,Zimbabwe,Events & Webinars,False,False,False,2,Google Ads,Desktop,SME,Good,0,Harare,-17.8252,31.0335
2026-01-08 01:11:00,155.255.198.22,GET,/solutions/threat_monitor,200,6182,1569,Botswana,Threat Monitor Pro,False,False,False,3,Organic Search,Desktop,SME,Slow,0,Francistown,-21.17,27.511
2026-01-08 02:28:00,155.255.202.61,GET,/events/promotional_event,200,1832,798,Botswana,Events & Webinars,False,False,False,2,Google Ads,Mobile,Education,Good,0,Maun,-19.9833,23.4167
2026-01-24 21:20:00,168.167.189.154,GET,/jobs/submit_placement,200,5393,413,Botswana,Digital Careers,False,True,True,2,Organic Search,Desktop,Education,Fast,0,Francistown,-21.17,27.511
2026-01-13 09:51:00,168.167.236.213,GET,/api/ai_assistant,200,3170,1983,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Tablet,Finance,Slow,0,Maun,-19.9833,23.4167
2026-01-28 18:08:00,41.13.139.29,GET,/home,200,4451,1774,South Africa,Landing Page,False,False,False,1,Organic Search,Mobile,Finance,Slow,0,Durban,-29.8587,31.0218
2026-01-11 11:35:00,155.255.5.196,GET,/events/promotional_event,200,4929,474,Botswana,Events & Webinars,False,False,False,2,Google Ads,Desktop,Finance,Fast,0,Maun,-19.9833,23.4167
2026-02-25 06:42:00,168.167.100.186,GET,/home,200,3369,719,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,Healthcare,Good,0,Gaborone,-24.6282,25.9231
2026-01-29 01:32:00,154.250.180.123,GET,/demos/schedule_demo,200,3288,206,Zimbabwe,Discovery Call,True,False,True,5,Organic Search,Desktop,SME,Fast,69631,Mutare,-18.9707,32.6709
2026-02-02 16:25:00,197.242.148.217,GET,/jobs/submit_placement,200,2992,501,South Africa,Digital Careers,False,True,True,2,Google Ads,Mobile,Finance,Good,0,Cape Town,-33.9249,18.4241
2026-02-01 05:55:00,102.129.50.116,GET,/home,200,5919,449,South Africa,Landing Page,False,False,False,1,Direct,Desktop,Government,Fast,0,Cape Town,-33.9249,18.4241
2026-02-18 04:21:00,168.167.121.241,GET,/events/promotional_event,404,6152,211,Botswana,Events & Webinars,False,False,False,2,Partner Referral,Mobile,SME,Fast,0,Francistown,-21.17,27.511
2026-01-07 09:43:00,155.255.210.162,GET,/home,200,2480,787,Botswana,Landing Page,False,False,False,1,Google Ads,Desktop,Healthcare,Good,0,Gaborone,-24.6282,25.9231
2026-02-03 06:08:00,196.216.170.60,GET,/home,200,4980,1026,Botswana,Landing Page,False,False,False,1,Organic Search,Tablet,Government,Good,0,Maun,-19.9833,23.4167
2026-02-13 17:48:00,196.216.24.189,GET,/solutions/threat_monitor,200,8946,573,Botswana,Threat Monitor Pro,False,False,False,3,Partner Referral,Mobile,Education,Good,0,Francistown,-21.17,27.511
2026-02-06 18:16:00,155.255.34.46,GET,/jobs/submit_placement,200,8517,1122,Botswana,Digital Careers,False,True,True,2,Organic Search,Tablet,Education,Good,0,Maun,-19.9833,23.4167
